,hashtag,UsM_deltaDays,UsM_statusesCount,UsM_followersCount,UsM_favouritesCount,UsM_listedCount,UsM_friendscCount,UsM_normalizedUserStatusesCount,UsM_normalizedUserFollowersCount,UsM_normalizedUserFavouritesCount,UsM_normalizedUserListedCount,UsM_normalizedUserFriendsCount,is_verified,is_default,has_url,tweets_num,retweet_num,reply_num,norm_tweets,norm_retweet,norm_reply
38228445,#EnergyPrices,4852,507,40,1401,0,363,0.10449299258037922,0.008244023083264633,0.28874690849134377,0.0,0.07481450948062654,0,0,0,122.0,70.0,310.0,0.03547542890375109,0.020354754289037512,0.09014248328002326
71585236,#EnergyPrices,4731,327744,5827,399461,1,6340,69.27584020291692,1.2316634960896216,84.43479179877404,0.0002113718030014796,1.3400972310293806,0,0,0,1.0,983.0,16.0,0.3333333333333333,327.6666666666667,5.333333333333333
1242076733974732801,#EnergyPrices,878,68176,854,123120,0,855,77.6492027334852,0.9726651480637812,140.2277904328018,0.0,0.9738041002277904,0,1,0,6.0,921.0,73.0,0.75,115.125,9.125
785082732447694848,#EnergyPrices,2139,29109,6833,36094,33,1198,13.608695652173912,3.1944834034595604,16.874240299205233,0.015427769985974752,0.5600748013090229,0,0,1,95.0,772.0,133.0,1.2666666666666666,10.293333333333333,1.7733333333333334
500823358,#EnergyPrices,3829,252887,957,213702,9,585,66.04518150953251,0.2499347088012536,55.811439018020366,0.0023504831548707234,0.152781405066597,0,0,0,1.0,985.0,14.0,0.16666666666666666,164.16666666666666,2.3333333333333335
789651626,#EnergyPrices,3641,4549,2356,2813,45,838,1.2493820379016751,0.6470749794012634,0.7725899478165339,0.012359241966492723,0.23015655039824226,0,0,1,302.0,608.0,90.0,1.1482889733840305,2.311787072243346,0.34220532319391633
47991955,#EnergyPrices,4810,30371,603,18800,23,547,6.314137214137214,0.12536382536382534,3.9085239085239087,0.004781704781704782,0.11372141372141373,0,1,1,2.0,969.0,29.0,0.012738853503184714,6.171974522292993,0.18471337579617833
14104529,#EnergyPrices,5275,41247,2419,24694,128,3229,7.8193364928909945,0.4585781990521327,4.6813270142180095,0.02426540284360189,0.612132701421801,0,0,1,10.0,952.0,38.0,0.030303030303030304,2.8848484848484848,0.11515151515151516
4113129261,#EnergyPrices,2479,4085,765,3374,0,1816,1.6478418717224688,0.3085921742638161,1.3610326744655104,0.0,0.7325534489713594,0,0,1,215.0,775.0,10.0,0.6761006289308176,2.4371069182389937,0.031446540880503145
15324455,#EnergyPrices,5157,31467,1002,28515,27,3394,6.101803374054683,0.19429901105293776,5.529377545084351,0.005235602094240838,0.6581345743649408,0,1,1,89.0,907.0,4.0,2.696969696969697,27.484848484848484,0.12121212121212122
1518850352652636162,#EnergyPrices,114,4326,155,3886,0,530,37.94736842105263,1.3596491228070176,34.087719298245624,0.0,4.649122807017544,0,1,0,97.0,406.0,497.0,6.466666666666667,27.066666666666666,33.13333333333333
3127651429,#EnergyPrices,2696,46194,1911,314360,28,2008,17.134272997032642,0.7088278931750742,116.60237388724035,0.010385756676557865,0.744807121661721,0,1,0,8.0,738.0,254.0,0.11764705882352941,10.852941176470589,3.735294117647059
786705929005924354,#EnergyPrices,2134,39658,266,15120,3,452,18.583880037488285,0.1246485473289597,7.085285848172447,0.0014058106841611994,0.21180880974695407,0,1,0,4.0,985.0,11.0,0.09302325581395349,22.906976744186046,0.2558139534883721
1359930176,#EnergyPrices,3410,61914,3787,36080,103,4997,18.156598240469208,1.1105571847507332,10.580645161290322,0.03020527859237537,1.4653958944281524,0,0,1,1.0,988.0,11.0,1.0,988.0,11.0
1131687394753880065,#EnergyPrices,1182,7775,1042,9421,10,1286,6.577834179357022,0.8815566835871405,7.970389170896786,0.008460236886632827,1.0879864636209813,0,1,1,228.0,688.0,84.0,1.3734939759036144,4.144578313253012,0.5060240963855421
